"Product Type","Product Id","Product Title","Product Version","Product Display Artist","Parent Label","Label","Original Release Date","Release Date","UPC","Catalog #","Product Price Tier","Product Genre","Submission Status","Product C Line","Product P Line","Pre-Order Date","Exclusives","ExplicitLyrics","Product Play Link","Liner Notes","Primary Metadata Language","Compilation","PDF Booklet","Timed Release Date","Timed Release Music Services","Last Process Date","Import Date","Created By","Last Modified","Submitted At","Submitted By","Vevo Channel","TrackType","Track Id","Track Volume","Track Number","Track Name","Track Version","Track Display Artist","Isrc","Track Price Tier","Track Genre","Audio Language","Track C Line","Track P Line","Writers","Publishers/Collection Societies","Withhold Mechanicals","Pre-Order Type","Instant Gratification Date","Duration","Sample Start Time","Explicit Lyrics","Album Only","Lyrics","Performing Contributors","Non-Performing Contributors","Producers","Full Continuous Mix","Continuously Mixed Individual Song","Track Play Link"
"Audio","674e229d1271ee0e3941a5e7","When I'm Gone","","DirtySnatcha, Priyanx","EDM Spotlight","Dirtysnatcha Records","","3/28/2025",="198704274688","DSR145","$0.70 ($0.99 SRLP) - T2","Dubstep","Released","© 2025 DirtySnatcha Records","℗ 2025 DirtySnatcha Records","","","no",,"","English","False","",,,"1/27/2025","12/3/2024","thomas@dirtysnatcha.com","1/27/2025","12/2/2024",,,"AudioTrack","674e229d1271ee0e3941a5e6",="1",="1","When I'm Gone","","DirtySnatcha, Priyanx","USA2P2474480","$0.70 ($0.99 SRLP) - T2","Dubstep","English","© 2025 DirtySnatcha Records","℗ 2025 DirtySnatcha Records","Leigh Bray <Lyricist>, Leigh Bray <Composer>, Priyanshu Karkamker <Lyricist>, Priyanshu Karkamker <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:30""","","no","no","You're cruel love me when I'm gone. Do you think I want this? When I'm gone. Do you think I want this? switch. You're cruel love me when I'm gone.  why tonight? why tonight? why tonight?","","","Leigh Bray,Priyanshu Karkamker","False","False",
"Audio","673d211a9d0e8b17f86ea368","Phonk Sauce","","Autokorekt","EDM Spotlight","Dirtysnatcha Records","","11/29/2024",="198704255342","DSR143","$1.40 ($1.99 SRLP) - S2","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"11/20/2024","11/20/2024","thomas@dirtysnatcha.com","11/20/2024","11/20/2024",,,"AudioTrack","673d2296284a29a6613663ac",="1",="1","Apple Sowce","","Autokorekt","QZTRX2474922","$0.70 ($0.99 SRLP) - T2","Trap","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Anthony Autolino <Lyricist>, Anthony Autolino <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:12""","","no","no","Autocorrect or Auto Getting faded, we expected they gon' hate it They ain't wanna see us make it Now they salty cuz we made it We ridin' in that old school Chevy with the top back Butterfly dose, watch him flutter when I stop that Know the way I frost, baby, drippin' diamonds in the cross Wood plane, grippin' with the gauze, know that had to cost See me lane switchin' in the whip, color applesauce See me lane switchin' in the whip, color applesauce Why you tryna ride with the pits if you just a pup? Why the hell you keep rollin' dice when you add a lump? Why the hell would I even care? I done had enough Why you tryna act stand up? You know you a dump Ridin' in that old school Chevy with a tap back Butterfly blues, watch me follow when I stop that Game in my palm, ain't no way I'll ever trap that Big stage, drinkin' on the roll, look at my back Ridin' in that old school Chevy with a tap back Butterfly blues, watch me follow when I stop that Game in my palm, ain't no way I'll ever trap that Big stage, drinkin' on the roll, look at my back Switchin' in the whip, color applesauce Pop, pop, pop, pop, swatchin' on the whip Color applesauce, pop, color only lane Switchin' in the whip, see me lane switchin' in the whip Color applesauce, see me lane switchin' in the whip Pop, pop, pop, pop, switchin' in the whip Color applesauce, pop, color only lane Switchin' in the whip, see me lane switchin' in the whip Color applesauce, see me lane switchin' in the whip Gettin' fettin' faded, we expect that they gon' hate it They ain't wanna see us make it, now they salty cause we made it Ridin' in that old school Chevy with a tap back Butterfly blues, watch me follow when I stop that Game in my palm, ain't no way I'll ever trap that Big stage, drinkin' on the roll, look at my back Game in my palm, ain't no way I'll ever trap that Big stage, drinkin' on the roll, look at my back Why you tryna ride with them pits if you just a pup? Why the hell you keep rollin' dice when you rattle up? Why the hell would I even care, I done had enough Why you tryna act stand up, you know you a thug Switchin' in the whip, color applesauce Pop, pop, pop, pop, switchin' in the whip Color applesauce, pop, color only lane Switchin' in the whip, color applesauce See me lane switchin' in the whip Color applesauce, pop, pop, pop, switchin' in the whip Color applesauce, pop, color only lane Switchin' in the whip, see me lane switchin' in the whip Color applesauce, see me lane switchin' in the whip","","","Anthony Autolino","False","False",
"Audio","673d211a9d0e8b17f86ea368","Phonk Sauce","","Autokorekt","EDM Spotlight","Dirtysnatcha Records","","11/29/2024",="198704255342","DSR143","$1.40 ($1.99 SRLP) - S2","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"11/20/2024","11/20/2024","thomas@dirtysnatcha.com","11/20/2024","11/20/2024",,,"AudioTrack","673d237c284a29a66136649d",="1",="3","Clap My Handz","","Autokorekt","USA2P2471703","$0.70 ($0.99 SRLP) - T2","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Anthony Autolino <Lyricist>, Anthony Autolino <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:02:15""","","yes","no","Ay bitch, you thought I wouldn't find out? All the shit you was talkin' about Better run when you hear that I think you're really cool I wish I had hair like you So pretty, so soft, so new Always wanna have fun, clap my hands Turn around now and dance, dance, dance That's what I said, don't judge me Turn around now and dance, dance, dance I don't like you Just can't Always wanna have fun, clap my hands Turn around now and dance, dance, dance That's what I said, don't judge me Turn around now and dance, dance, dance Clap my hands, clap my hands I'm gettin' down on the dance floor I like the way you're movin', movin' I like the way you're steppin' to it I like the way you're movin', movin' Always wanna have fun, clap my hands Clap my hands Always wanna have fun, clap my hands Clap my hands Clap my hands Always wanna have fun, clap my hands Always wanna have fun I like the way you're steppin' to it I like the way you're movin', movin' I like the way you're steppin' to it I like the way you're movin', movin' I like the way you're steppin' to it I'm gettin' down on the dance floor Hear that bass I'm gettin' down on the dance floor I like the way you're movin', movin' I like the way you're steppin' to it I like the way you're movin', movin' I like the way you're steppin' to it I'm gettin' down on the dance floor Hear that bass I'm gettin' down on the dance floor Hear that bass I'm gettin' down on the dance floor I'm gettin' down on the dance floor I'm gettin' down I'm gettin' down I'm gettin' down on the dance floor Always wanna have fun, clap my hands Turn around now and dance, dance, dance","","","Anthony Autolino","False","False",
"Audio","673d211a9d0e8b17f86ea368","Phonk Sauce","","Autokorekt","EDM Spotlight","Dirtysnatcha Records","","11/29/2024",="198704255342","DSR143","$1.40 ($1.99 SRLP) - S2","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"11/20/2024","11/20/2024","thomas@dirtysnatcha.com","11/20/2024","11/20/2024",,,"AudioTrack","673d237e161e124f1c08e62c",="1",="2","Groupies","","Autokorekt","USA2P2456452","$0.70 ($0.99 SRLP) - T2","Trap","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Anthony Autolino <Lyricist>, Anthony Autolino <Composer>","LAB10 PUblishing <BMI>","yes","","","=""00:02:38""","","no","no","I'm getting love from the streets from the groupies my fame is spreading wild like a wild fire movie I'm 
Got my homies with me You see we rolling deep we the kings of the block and the lady's wanna creep.

Fame is spreading love from the streets from the groupies movie like.","","","Anthony Autolino","False","False",
"Audio","673d211a9d0e8b17f86ea368","Phonk Sauce","","Autokorekt","EDM Spotlight","Dirtysnatcha Records","","11/29/2024",="198704255342","DSR143","$1.40 ($1.99 SRLP) - S2","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"11/20/2024","11/20/2024","thomas@dirtysnatcha.com","11/20/2024","11/20/2024",,,"AudioTrack","673d26479d0e8b17f86f6bc5",="1",="4","Lights Out","","Autokorekt","USA2P2471704","$0.70 ($0.99 SRLP) - T2","Trap","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Anthony Autolino <Lyricist>, Anthony Autolino <Composer>","LAB10 Publsihing <BMI>","yes","","","=""00:03:04""","","yes","no","Wait, turn the lights out. I can't see a thing, dawg. Can I get a phone light? I might let it ring, dawg.
Wait, turn the lights out. I can't see a thing, dawg. Can I get a phone light? I might let it ring, dawg.
They don't ever see me coming. If I'm honest, kinda love it. Under something, tell your uncle, sister, cousin, tell whoever listens.
It's getting hard to bottle in the town and find the balance in the flow. Throwing bows, it's a challenge, try to follow me. Me, I tend to jump when the saddle reach.
I at least take a step. If I'm missing crumble, I'll be picking up the pieces. Reinvention is a must. 
If I lose my sense of balance, I will lose my sense of touch. I can't see a thing, dawg. Can I get a phone light? I might let it ring, dawg.
Wait, turn the lights out. I can't see a thing, dawg. Dropping like Geronimo, pop, drop, can't go.
1, 2, 3, 4, 5. Undercover they don't know Undercover they don't know  Hell Nah. Hit them with a Run that shit mother mother fucker. Okay mother fucka. 

Clean slate here we go. Dropping like Geronimo Popping Tropicana flows Undercover they don't know Running like Usain Bolt Swimming if I can't float With the tape, the paper, rip it Clean slate, here we go Dropping like Geronimo Popping Tropicana flows Boats till we bubble up Undercover they don't know Running like Usain Bolt Swimming if I can't float With the tape, the paper, rip it Clean slate, here we go Dropping like Geronimo Popping Tropicana flows Boats till we bubble up Undercover they don't know Wait, turn the lights out I can't see a thing, dawg Can I get a phone light I might let it rain, dawg So we creeping in the dark Making these theme songs Shadow follow me around Now we're in the same boat Dropping like Geronimo Popping Tropicana flows With the tape, the paper, rip it Clean slate, here we go Wait, turn the lights out I can't see a thing, dawg Dropping like Geronimo Popping Tropicana flows Dropping like Geronimo Popping Tropicana flows Dropping like Geronimo Popping Tropicana flows Dropping like Geronimo","","","Anthony Autolino","False","False",
"Audio","67166edd7056a2b18cfd41f8","Bluntz","","Flatland Funk feat. Blupill","EDM Spotlight","Dirtysnatcha Records","12/21/2020","12/21/2020",="198342491294","DSR31","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"11/6/2024","11/6/2024","josh.erickson@ingrooves.com","11/6/2024","11/5/2024",,,"AudioTrack","67166edd7056a2b18cfd41f7",="1",="1","Bluntz","","Flatland Funk feat. Blupill","GBRKQ2041356","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Jared Anderson <Lyricist>, Jared Anderson <Composer>, Daniel Bartake <Lyricist>, Daniel Bartake <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:37""","","yes","no","Flatland!
Mister funk
Blue pill!
Man on the muck!
Ain't nobody messing with the pill!
Big bitch you know I always keep it real!
Said the wrong words, but still!
I'm smokin' every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal, every meal
Bitch, I'm smokin' every meal, every meal, every meal, every meal, every meal, every meal
Every meal, every meal
Bitch, I'm smokin' every meal
I feel
Smokin' down Flatline
Ain't nobody messin' with the pill
Bitch, bitch, you know I always keep it real
Say the wrong word, need my skill
Never pass around the blunt
Bitch, I'm smokin' every meal
Every meal, every meal
Bitch, I'm smokin' every meal
Every meal, every meal
Bitch, I'm smokin' every meal
I feel
Smokin' down I feel
Bitch, I'm smokin' every meal
I feel
Smokin' down I feel","","","Jared Anderson,Daniel Bartake","False","False",
"Audio","67166edfb57030fe904f20bc","Bloodthirsty","","Howker","EDM Spotlight","Dirtysnatcha Records","1/3/2020","1/3/2020",="198342475331","DSR04","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2019 DirtySnatcha Records","℗ 2019 DirtySnatcha Records","","","no",,"","English","False","",,,"10/23/2024","10/23/2024","josh.erickson@ingrooves.com","10/23/2024","10/23/2024",,,"AudioTrack","67166edfb57030fe904f20bb",="1",="1","Bloodthirsty","","Howker","GBWUL1958037","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2019 DirtySnatcha Records","℗ 2019 DirtySnatcha Records","Brandon Campbell <Lyricist>, Brandon Campbell <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:05""","","no","no","Darkness is my only true enemy
This will be quite the deadly spectacle

Darkness is my only true enemy","","","Brandon Campbell","False","False",
"Audio","67166edf7056a2b18cfd4200","Back In The Jeanstalk","","Fixxer","EDM Spotlight","Dirtysnatcha Records","5/15/2020","5/15/2020",="198342476642","DSR11","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"11/5/2024","11/5/2024","josh.erickson@ingrooves.com","11/5/2024","11/5/2024",,,"AudioTrack","67166edf7056a2b18cfd41ff",="1",="1","Back In The Jeanstalk","","Fixxer","GBWUL2080849","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Sam Haghbedeh <Lyricist>, Sam Haghbedeh <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:08""","","no","no","fe fi fo funk","","","Sam Haghbedeh","False","False",
"Audio","67166ee1126997c258b6d887","Game Time","","Autokorekt, Eazley feat. Rico Act","EDM Spotlight","Dirtysnatcha Records","2/10/2020","2/10/2020",="198342476338","DSR06","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"10/25/2024","10/25/2024","josh.erickson@ingrooves.com","10/25/2024","10/25/2024",,,"AudioTrack","67166ee1126997c258b6d886",="1",="1","Game Time","","Autokorekt, Eazley feat. Rico Act","GBWUL2023530","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Anthony Autolino <Lyricist>, Anthony Autolino <Composer>, Alfred Rice <Lyricist>, Alfred Rice <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:39""","","yes","no","Rico Act
I  just counted 40k on a fat yacht. You disrespect me, I take everything your ass got Fuck a rope, I got duct tape and padlock Plant you in a vault and turn your crib into the crack spot. Infirmity inside my brain, I think I need some guidance The lady said, what's your emergency? I kept it silent Punching on a beautiful pair of cinder blocks Smack you in the mouth with a folding chair and cooking pot No time for the night, who the fuck is this? Foul play, stuck up in my logic, that shit make me sick One way ticket if you talk about us wrong, bitch First you talking crazy, next week you riding on my dick 50 homies in a trap and we paid blind A hundred going slow then we be doing game signs 150,000 felines and canines 200,000 watts banging on the baseline 250 on the bounty, game time 250 on the bounty, game time Game time First you talking crazy, next week you riding on my dick 50 homies in a trap and we paid blind A hundred going slow then we be doing game signs 150,000 felines and canines 200,000 watts banging on the baseline 250 on the bounty, game time You disrespect me, I take everything your ass got Fuck a rope, I got duct tape and padlock Plans you ain't a vault and turn your crib into the crack spot Infirmity inside my brain, I think I need some guidance The lady said, what's your emergency? I kept it silent Punching on a beautiful pair of cinder blocks Smack you in the mouth with a folding chair and cooking pot No time for the night, who the fuck is this? Foul play, stuck up in my logic, that shit make me sick One way ticket if you talk about us wrong, bitch First you talking crazy, next week you riding on my dick 50 homies in a trap and we paid blind A hundred going slow then we be doing game signs 150,000 felines and canines Game time Game time Next week you riding on my dick","","","Anthony Autolino","False","False",
"Audio","67166ee3126997c258b6d88b","Deviate","","Paragon, Sqishi","EDM Spotlight","Dirtysnatcha Records","5/1/2020","5/1/2020",="198342476390","DSR09","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/3/2024",,,"AudioTrack","67166ee3126997c258b6d88a",="1",="1","Deviate","","Paragon, Sqishi","GBWUL2080841","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2020 DirtySnatcha Records","℗ 2020 DirtySnatcha Records","Trey Brackenridge <Lyricist>, Trey Brackenridge <Composer>, Sabine Capra <Lyricist>, Sabine Capra <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:03:07""","","yes","no","Fuck. Fuck. Fuck. Fuck","","","Trey Brackenridge,Sabine Capra","False","False",
"Audio","67166ee6126997c258b6d89b","Loose It","BOU$HY Remix","Eazley, Autokorekt","EDM Spotlight","Dirtysnatcha Records","6/21/2021","6/21/2021",="198342491560","DSR39","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","67166ee6126997c258b6d89a",="1",="1","Loose It","BOU$HY Remix","Eazley, Autokorekt","GBRKQ2109631","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Alfred Rice <Lyricist>, Alfred Rice <Composer>, Anthony Autolino <Lyricist>, Anthony Autolino <Composer>","Lab10 Publishing <BMI>","yes","","","=""00:02:46""","","yes","no","Ever Ever Ever I'm about to loose my shit, I'm about to loose my shit. Come on. I'm about to loose my. Hold up Fuck. I'm about to loose my shit hold up. I'm about to loose my shit. Hold up fuck. I'm about to loose my shit. Hold up. Fuck Oh my god. I'm about to loose my shit. RIGHHHT","","","Alfred Rice,Anthony Autolino","False","False",
"Audio","6716728a126997c258b6fe04","Fog Horn","","Dennett","EDM Spotlight","Dirtysnatcha Records","9/9/2022","9/9/2022",="198342502969","DSR74","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/29/2024","10/29/2024","josh.erickson@ingrooves.com","10/29/2024","10/29/2024",,,"AudioTrack","6716728a126997c258b6fe03",="1",="1","Fog Horn","","Dennett","QZTRX2237730","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Denny Kouri <Lyricist>, Denny Kouri <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:02:10""","","yes","no","danger danger fuck it danger fuck it danger","","","Denny Kouri","False","False",
"Audio","6716728a7056a2b18cfd6bd1","Half Life","","Twisted, Chutez & Ladderz, R3mark","EDM Spotlight","Dirtysnatcha Records","6/20/2022","6/20/2022",="198342508084","DSR67","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/29/2024","10/29/2024","josh.erickson@ingrooves.com","10/29/2024","10/29/2024",,,"AudioTrack","6716728a7056a2b18cfd6bd0",="1",="1","Half Life","","Twisted, Chutez & Ladderz, R3mark","GBRKQ2245644","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Drew White <Lyricist>, Drew White <Composer>, Jacob Kramer <Lyricist>, Jacob Kramer <Composer>, Chad Page <Lyricist>, Chad Page <Composer>","DirtySnatcha Records Publishing <ASCAP>","yes","","","=""00:02:48""","","no","no","welcome to hbv mach 4 protecting system. for use in hazardous enviroment conditions
welcome, welcome. welcome, welcome, welcome
welcome to the hbv mach 4. 
warning blood toxic levels detected
blood lust detected
evacuate","","","Drew White,Jacob Kramer,Chad Page","False","False",
"Audio","671672957056a2b18cfd6be2","Liquidator","","Sinister Bass","EDM Spotlight","Dirtysnatcha Records","7/8/2022","7/8/2022",="198342507896","DSR60","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/31/2024","10/31/2024","josh.erickson@ingrooves.com","10/31/2024","10/31/2024",,,"AudioTrack","671672957056a2b18cfd6be1",="1",="1","Liquidator","","Sinister Bass","GBRKQ2204555","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Mark  Ocampo <Lyricist>, Mark  Ocampo <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:02:45""","","no","no","I know how its all gona end. It's just a rerun.  a rerun of my favorite episode. It's a game of pluck and most. You're the most. and you're gonna run and scream. They always scream. I can do this all day. Come on mate. haa. Your name mate. There always parts being put on. drills being yanked from stomachs. bones being shattered to dust. now you tried to hide. but i am gonna get ya. the car you bloody idiots. push. its on its way back.","","","Mark  Ocampo","False","False",
"Audio","6716750ab57030fe904f6ba8","Corneal Abrasion","","Simplifi, Redder","EDM Spotlight","Dirtysnatcha Records","3/1/2024","3/1/2024",="198342094976","DSR128","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","","","no",,"","English","False","",,,"10/23/2024","10/23/2024","josh.erickson@ingrooves.com","10/23/2024","10/23/2024",,,"AudioTrack","6716750ab57030fe904f6ba7",="1",="1","Corneal Abrasion","","Simplifi, Redder","USLZJ2430043","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2024 DirtySnatcha Records","℗ 2024 DirtySnatcha Records","Sean Nelson <Lyricist>, Sean Nelson <Composer>, Jason Chilluffo <Lyricist>, Jason Chilluffo <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:02""","","no","no","AGHHHHHHHHHHHHHHHHHHHHHHHH","","","Sean Nelson,Jason Chilluffo","False","False",
"Audio","67167298126997c258b6fe36","GO MAD","","DSTRTN, CRiiOZ","EDM Spotlight","Dirtysnatcha Records","5/31/2022","5/31/2022",="198342500286","DSR56","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","","","no",,"","English","False","",,,"10/24/2024","10/24/2024","josh.erickson@ingrooves.com","10/24/2024","10/24/2024",,,"AudioTrack","67167298126997c258b6fe35",="1",="1","GO MAD","","DSTRTN, CRiiOZ","USLZJ2297741","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2022 DirtySnatcha Records","℗ 2022 DirtySnatcha Records","Colton Daniel Maynard <Lyricist>, Colton Daniel Maynard <Composer>, Neil Bryden Turcotte <Lyricist>, Neil Bryden Turcotte <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:18""","","no","no","You will die by my
your reality has been distorted 
criioz
raaaaaaaagh
check
yeahhhhh
check
check
check
check
check
check
check
you will die by my
your reality has been distorted 
criioz
yeahhhhhhhh
check
check
check
check
check
check
check
yeahhhhhhhh
check
check
check
check
check
check
check","","","Colton Maynard,Neil Turcotte","False","False",
"Audio","6716729fb57030fe904f4cab","Red Sky","","Champagne Poppers","EDM Spotlight","Dirtysnatcha Records","6/30/2021","6/30/2021",="198342491591","DSR40","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"10/29/2024","10/29/2024","josh.erickson@ingrooves.com","10/29/2024","10/29/2024",,,"AudioTrack","6716729fb57030fe904f4caa",="1",="1","Red Sky","","Champagne Poppers","GBRKQ2120796","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Carson Johnson <Lyricist>, Carson Johnson <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:55""","","yes","no","Will you please keep and cover the sky? Sky and everything you can expect. Because the stars are all in my hand. Will you stay with me tonight? I need you by my side. Everything seems to change in the red sky.
red sky
in a world with red sky
in a world with red sky
in a world with red sky
sky sky sky sky sky
in a world with red skies
in a world with red skies

Everything changes. And the red skies. I love the way it matches both our red eyes. As long as we're together, I see that strikes you one place. And just... I just long and stare at the sky. will you please take my hand. We can say fuck it and leave we don't need a plan.   I've never been a thief believe that I will take a stand. I see it in my dreams so I'm a need to see a sky of red

Will you please take my hand. We'll go where the skies are red. I'd rather go there instead berceuse the stars are in my head. Will you stay with me tonight? I need you by my side. Everything seems to change it all in the big red sky.

red sky
In a world where the red skies","","","Carson Johnson","False","False",
"Audio","671672a0126997c258b6ff16","LIGMA","","BBX, JONOMATIC, Geeku","EDM Spotlight","Dirtysnatcha Records","12/1/2021","12/1/2021",="198342492208","DSR45","$0.91 ($1.29 SRLP) - T3","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"10/24/2024","10/24/2024","josh.erickson@ingrooves.com","10/24/2024","10/23/2024",,,"AudioTrack","671672a0126997c258b6ff15",="1",="1","LIGMA","","BBX, JONOMATIC, Geeku","GBWUL2171015","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Jonathan Ely <Lyricist>, Jonathan Ely <Composer>, Nakeem Richardson <Lyricist>, Nakeem Richardson <Composer>, Jordan Reid <Lyricist>, Jordan Reid <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:03:45""","","yes","no","Ligma
Ligma what you ask?
Lick my balls
Lick my balls
Lick my balls
sigma
sigma what
sigma dick
buffa
buffa what
buffa deez nuts
ligma
ligma balls fit in your mouth son
kisma
kisma what i hear you say
kisma dick
Ligma
Ligma what you ask?
Ligma balls
Ligma balls
Ligma balls
sigma
sigma what
sigma dick
buffa
buffa what
buffa deez nuts
ligma
ligma balls fit in your mouth son
kisma
kisma what i hear you say
kisma dick","","","Jordan Reid,Nakeem Richardson,Jonathan Ely","False","False",
"Audio","671672a2126997c258b6ff1e","Danger","Remixes","JAYSYX, AG","EDM Spotlight","Dirtysnatcha Records","7/19/2021","7/19/2021",="198342496428","DSR41","$4.20 ($5.99 SRLP) - S6","Dubstep","Released","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","","","no",,"","English","False","",,,"11/4/2024","11/4/2024","josh.erickson@ingrooves.com","11/4/2024","11/2/2024",,,"AudioTrack","671672a2126997c258b6ff19",="1",="1","Danger","Adam Annella Remix","JAYSYX, AG","GBRKQ2133612","$0.91 ($1.29 SRLP) - T3","Dubstep","English","© 2021 DirtySnatcha Records","℗ 2021 DirtySnatcha Records","Jordan McLaughlin <Lyricist>, Jordan McLaughlin <Composer>, Andrew Garcia <Lyricist>, Andrew Garcia <Composer>","LAB10 Publishing <BMI>","yes","","","=""00:02:17""","","no","no","DANGER Code  wait a second Danger
ugh System ugh
Danger System wait a second, danger
Danger Code wait a second Danger ugh
system agh system","","","Jordan McLaughlin,Andrew Garcia","False","False",
